geneIDs	disper	pval	padj	TEcontrol	TEtreated	log2FC_TE(treated vs control)
Med10	0.01023852	0.07352123	0.588764163	0.398894869	0.313572624	-0.347208954
Rps15	0.037641627	0.073908221	0.588764163	0.072009188	0.048568281	-0.568166561
Ttpa	0.006673317	0.073452043	0.588764163	0.110653708	0.15695397	0.504289717
Epm2a	0.003578485	0.07374493	0.588764163	0.347684375	0.282344892	-0.300319701
Reps1	0.001801336	0.074406571	0.588764163	0.354525025	0.30714251	-0.206979263
Ankrd40	0.004219021	0.074402465	0.588764163	0.05500024	0.045821139	-0.263424589
Mrps5	0.006473007	0.073873564	0.588764163	0.252666558	0.318512603	0.334115733
Serpini1	0.004263688	0.073163883	0.588764163	0.246893355	0.281336432	0.188408377
Mphosph8	0.016585191	0.072901562	0.588764163	0.328563477	0.434781786	0.404119382
Lrrc47	0.005884683	0.073455542	0.588764163	0.430163283	0.519691183	0.272770193
Ankrd26	0.004127154	0.074307544	0.588764163	0.165275487	0.202500873	0.293055361
Ajuba	0.036698213	0.074303847	0.588764163	0.065748509	0.151677733	1.205979221
Erbb3	0.00653087	0.072890223	0.588764163	0.189245512	0.230688173	0.285684955
Lix1l	0.004358102	0.073993784	0.588764163	0.172589874	0.134930742	-0.355128733
Arid1b	0.008208694	0.073992143	0.588764163	0.222770225	0.269325308	0.273793382
Kcng1	0.009365137	0.074187263	0.588764163	0.761233995	0.988769235	0.377293866
Il23a	0.030966611	0.073621459	0.588764163	0.099510433	0.213162962	1.099037087
Adap2	0.033895549	0.074383633	0.588764163	0.17101877	0.090377609	-0.920117382
Fem1c	0.005942093	0.074035123	0.588764163	0.327284334	0.400868089	0.292583031
Selenoh	0.004190806	0.074264373	0.588764163	0.316513735	0.250510797	-0.337395319
Klhdc9	0.008476815	0.073969147	0.588764163	0.544010021	0.755215324	0.473254811
Efr3b	0.003124367	0.073743192	0.588764163	0.20331763	0.230248021	0.179453441
Phtf2	0.007678377	0.074629205	0.589448548	0.068387539	0.090965486	0.411585787
Pgf	0.075438385	0.074649597	0.589448548	0.102377141	0.229642083	1.165493427
Tmsb10	0.035581916	0.074641221	0.589448548	0.000903871	0.002823632	1.643362354
Nqo2	0.009885227	0.074750291	0.589831762	0.199251706	0.150864111	-0.401342431
Hjurp	0.018769557	0.074823181	0.589831762	0.215877411	0.355367989	0.719101439
Trim12a	0.048567961	0.074816932	0.589831762	0.181404758	0.05627447	-1.688659816
Zfp326	0.006279919	0.074913181	0.590212425	0.629577047	0.764690175	0.280492394
Bpgm	0.006743113	0.075540527	0.591562476	0.17978277	0.146670414	-0.29367688
Ube2m	0.004084351	0.075167865	0.591562476	0.310845269	0.269988064	-0.203300994
Camk2d	0.011564256	0.075327987	0.591562476	0.263475702	0.326450947	0.309196304
Wbp4	0.005067445	0.075613566	0.591562476	0.160817054	0.190902095	0.247412525
Cxxc4	0.003041956	0.075291421	0.591562476	0.044580252	0.056429646	0.340048535
Zap70	0.042691495	0.075461013	0.591562476	0.536341461	0.244480365	-1.133433178
Aga	0.007331374	0.075628023	0.591562476	0.3665754	0.489165567	0.416212883
Stard10	0.011234597	0.075463609	0.591562476	0.12703343	0.093628661	-0.440186081
Nog	0.008393821	0.075377877	0.591562476	0.20693628	0.274499357	0.407616169
Dlx1	0.005662139	0.075458083	0.591562476	0.28540476	0.21425187	-0.413701601
Nucb1	0.003319498	0.075540615	0.591562476	0.832141285	0.731293383	-0.186378189
Clip2	0.006516808	0.075626064	0.591562476	0.258823621	0.305997628	0.241551182
Cox10	0.003607237	0.075341626	0.591562476	0.285024956	0.231691302	-0.298884359
Foxj3	0.003939662	0.075681035	0.591650082	0.260730575	0.301232757	0.208318889
Mlf2	0.002067353	0.075910878	0.592504447	0.306305259	0.277662799	-0.141636237
Zfp995	0.018589124	0.075915941	0.592504447	0.048049836	0.093026267	0.953106628
Herpud2	0.012424066	0.075909461	0.592504447	0.330614111	0.418904505	0.341473094
Gtf2i	0.005594546	0.076159782	0.592772784	0.338006484	0.393500655	0.219315115
Qrfpr	0.017142849	0.076046997	0.592772784	0.616289403	0.944579854	0.616064781
Pald1	0.007838602	0.076122276	0.592772784	0.240199409	0.319235229	0.410387268
Dnajb1	0.014257917	0.076016782	0.592772784	0.485353103	0.381016387	-0.349181669
Nudt15	0.033652471	0.076102148	0.592772784	0.114408339	0.039296267	-1.541728031
Mpl	0.116204488	0.076354221	0.593453239	0.283276326	0.089619762	-1.660321234
Zfp442	0.012535173	0.076373028	0.593453239	0.056744584	0.030716372	-0.885474862
Gtf3a	0.033310236	0.0762902	0.593453239	0.762452226	0.48748993	-0.645274525
Zc3h18	0.010018174	0.076417081	0.593469647	0.241549453	0.305073767	0.336839543
Igfbp7	0.016361829	0.077979391	0.593987926	0.651427967	0.491641859	-0.405997906
Zfp82	0.009749476	0.077500102	0.593987926	0.109524298	0.168548164	0.621909945
Fxyd7	0.008016413	0.077433467	0.593987926	0.957749586	0.794010619	-0.270490196
Tbc1d20	0.002064234	0.078193883	0.593987926	0.053995005	0.044138479	-0.290789047
Rab7b	0.013713786	0.077906826	0.593987926	0.102746543	0.157178971	0.613318358
Lhfpl2	0.01244317	0.078178737	0.593987926	0.05451968	0.075766266	0.474778553
P2ry12	0.005331377	0.077048445	0.593987926	0.237768141	0.199559189	-0.252738702
Higd2a	0.008055515	0.077867472	0.593987926	0.584382323	0.482229867	-0.277191532
Mrpl9	0.002659198	0.077537997	0.593987926	0.228764996	0.267592256	0.226170044
Kbtbd4	0.003092416	0.077873611	0.593987926	0.368314593	0.428631037	0.21879776
Lmo2	0.003135219	0.077881235	0.593987926	0.269077614	0.214311418	-0.328313651
Vsir	0.002928826	0.078204912	0.593987926	0.176994879	0.147268528	-0.26525847
St8sia1	0.006668242	0.077150554	0.593987926	0.062528196	0.07856687	0.329414189
Kank4	0.011348514	0.07777797	0.593987926	0.185279431	0.275799518	0.573917208
Ptrhd1	0.003584405	0.07771874	0.593987926	0.353451321	0.284463976	-0.313265568
Ube4a	0.002081925	0.077151275	0.593987926	0.219647268	0.248421137	0.177599376
Marcks	0.007359993	0.076654318	0.593987926	0.123981155	0.146986361	0.24556145
Slf1	0.007422329	0.076972247	0.593987926	0.058771464	0.076557833	0.381434158
Khsrp	0.007967301	0.077935809	0.593987926	0.430798496	0.518270127	0.266691027
Abce1	0.002944731	0.078027981	0.593987926	0.19842854	0.223926249	0.174404105
Rbms1	0.008692437	0.077483805	0.593987926	0.383167671	0.298992105	-0.357868454
Hmgn5	0.04915536	0.076585042	0.593987926	1.459223459	2.479143874	0.764641171
Commd1	0.004644656	0.07652965	0.593987926	0.443447167	0.358088551	-0.308445837
Wdr35	0.002792166	0.077472913	0.593987926	0.351827443	0.401046045	0.188899864
Arl8a	0.002100461	0.077671886	0.593987926	0.323717361	0.292425988	-0.146663214
Vwa3a	0.017506738	0.077638973	0.593987926	0.1913721	0.291632931	0.607773121
Slx4	0.00405906	0.077474022	0.593987926	0.173391859	0.142350493	-0.284588674
Nedd4	0.002809965	0.077476181	0.593987926	0.353892309	0.392799274	0.150481855
Plppr4	0.002326363	0.077265789	0.593987926	0.21040686	0.232030621	0.141133468
Ipo11	0.002508493	0.077282093	0.593987926	0.264476392	0.299813996	0.180928788
Plekhf1	0.012246086	0.078116164	0.593987926	0.266394842	0.160873069	-0.727643316
Gskip	0.003122653	0.077697526	0.593987926	0.280860755	0.235164557	-0.256184409
Crebrf	0.00916714	0.077252844	0.593987926	0.045894766	0.036115379	-0.345716306
Pcdh8	0.011485531	0.077741126	0.593987926	0.758415497	0.94277355	0.313922841
Fastkd1	0.00361713	0.076630906	0.593987926	0.19390078	0.150587343	-0.364718096
Ckmt2	0.276042127	0.07806425	0.593987926	1.767320962	0.306652335	-2.526888227
Kiz	0.007215906	0.076974275	0.593987926	0.154230605	0.11420254	-0.433494341
Sspo	0.030836899	0.077727234	0.593987926	0.064755387	0.166968798	1.366506405
Edil3	0.006441267	0.076724271	0.593987926	0.265953567	0.312311077	0.231809355
Npm3	0.033006636	0.076862802	0.593987926	0.107572742	0.047760552	-1.171421156
Pygl	0.035486583	0.077854158	0.593987926	0.342253158	0.580461407	0.762136294
Eif3g	0.002283489	0.078264798	0.59412387	0.636907808	0.563402548	-0.176918469
Tssk6	0.029813727	0.078364557	0.594562186	0.176148993	0.395644909	1.167409964
Cpsf6	0.005264864	0.078594922	0.594786135	0.108254421	0.127436756	0.235355499
Rdx	0.002113975	0.078604245	0.594786135	0.350293698	0.387694964	0.146356962
Cdca4	0.006696867	0.078481391	0.594786135	0.171976555	0.118584665	-0.536294441
Entpd2	0.003309228	0.078549958	0.594786135	0.849947687	0.690572698	-0.299580751
Ubald1	0.013408055	0.078518773	0.594786135	0.516583882	0.399617941	-0.370381273
Ftsj1	0.007020126	0.078730146	0.595102334	0.584030301	0.468193721	-0.318937635
Fam117b	0.008296477	0.078693146	0.595102334	0.147782644	0.179831148	0.283166076
Asgr1	0.045071462	0.07878812	0.595222586	0.244908743	0.479991371	0.970764191
Hes1	0.007648063	0.078891772	0.595687608	0.346424341	0.252969824	-0.453575005
Uty	0.003212166	0.079190298	0.595758317	0.119335729	0.099831904	-0.257453205
Abracl	0.005331369	0.079205392	0.595758317	0.245641323	0.176923598	-0.473426786
Mrc1	0.023125879	0.079192748	0.595758317	0.336065324	0.468035108	0.477875065
Amacr	0.004924012	0.07918416	0.595758317	0.472524417	0.372401184	-0.343531223
Tspan7	0.003129827	0.079237961	0.595758317	0.395408975	0.35488166	-0.156007599
Mrpl17	0.003738112	0.079148621	0.595758317	0.46167881	0.391320614	-0.238538406
Ip6k3	0.031587698	0.079155025	0.595758317	0.434026405	1.0703224	1.302190707
Rspo3	0.007474995	0.079169083	0.595758317	0.112509349	0.151270412	0.427084939
Rwdd3	0.016480468	0.079282884	0.595779503	0.183958899	0.291739682	0.665298166
Chchd6	0.00646275	0.079329038	0.59580992	0.644396999	0.538342788	-0.259424678
Fam169a	0.002751282	0.079382922	0.595898324	0.174852132	0.198935223	0.186163357
Miga2	0.001939272	0.079532169	0.596702119	0.108812085	0.093034811	-0.225996251
Cfap65	0.039890848	0.079614461	0.597002977	0.202101283	0.435251757	1.106771642
Asic1	0.005347879	0.079708092	0.597388504	0.154165894	0.129674769	-0.249585842
Ap2s1	0.004915631	0.079754812	0.597422226	0.422084785	0.364798861	-0.210431601
Tmem94	0.004744398	0.080054985	0.597772049	0.332828285	0.28265171	-0.235752622
Qdpr	0.008957655	0.079971298	0.597772049	0.551978056	0.672383838	0.284674133
Blvrb	0.006681626	0.0800444	0.597772049	1.153698312	0.857666589	-0.427777188
Ube2o	0.003527258	0.080035237	0.597772049	0.482766027	0.546045856	0.177697957
Myh1	0.049053673	0.080000326	0.597772049	0.38137066	0.122499788	-1.638414602
Anapc2	0.013209621	0.080043554	0.597772049	0.8075834	1.017665573	0.333580377
Dmxl1	0.004108954	0.080171574	0.598326884	0.107609446	0.124494911	0.210282048
Hipk1	0.002913273	0.080223595	0.598399513	0.074352974	0.085019896	0.193410046
Rmi1	0.023441728	0.080449839	0.599319166	0.014064469	0.037204485	1.403421442
Dnajb5	0.007786249	0.080464466	0.599319166	0.516682473	0.432302598	-0.257236439
Zfp418	0.014066203	0.080473952	0.599319166	0.242508247	0.159643583	-0.603179242
Nrxn2	0.005353597	0.080564841	0.599365142	0.243824106	0.282095618	0.210343491
Pofut2	0.006839696	0.080558919	0.599365142	0.167737825	0.131192225	-0.354525828
Zfp574	0.004964783	0.080936928	0.599925369	0.375404533	0.314647501	-0.254709586
Pgls	0.00453741	0.080775664	0.599925369	0.446221838	0.359204063	-0.312957455
Slc33a1	0.004813575	0.080924294	0.599925369	0.141883493	0.17078504	0.267474855
Sec14l1	0.007604805	0.080923884	0.599925369	0.258339171	0.217262236	-0.249828978
Rhoa	0.00641109	0.080932727	0.599925369	0.259602838	0.306609559	0.240096521
Prr14	0.007992219	0.080837523	0.599925369	0.257670675	0.196672286	-0.389734681
Bin2	0.010432707	0.080889465	0.599925369	0.385850769	0.26947072	-0.51791446
Plce1	0.003618741	0.081861327	0.600503347	0.103387885	0.136332608	0.399063531
Lasp1	0.002840337	0.081732774	0.600503347	0.20810395	0.184575379	-0.173094225
Zfp637	0.003951615	0.081282662	0.600503347	0.194026198	0.158618626	-0.290689274
Acan	0.007372329	0.081908115	0.600503347	0.430954759	0.58611265	0.443641549
Ppp1r16b	0.010593326	0.081405591	0.600503347	0.035880616	0.028401645	-0.337230168
Cdkn1a	0.012839814	0.081948549	0.600503347	0.696129994	0.521831382	-0.415773029
Dlg3	0.005815845	0.081156172	0.600503347	0.306308903	0.356524572	0.219014211
Axl	0.007105527	0.081142605	0.600503347	0.198951182	0.162606015	-0.291033839
Knstrn	0.021595485	0.081370585	0.600503347	0.146538964	0.30853581	1.074153617
Ogfod1	0.001573404	0.081461753	0.600503347	0.17424185	0.156685086	-0.153223309
Scel	0.021987827	0.081634659	0.600503347	0.159401826	0.280963302	0.817713553
Neo1	0.005331949	0.081329421	0.600503347	0.253798296	0.294369988	0.213948207
Map2	0.014107741	0.081351517	0.600503347	0.245295095	0.306958541	0.323525427
E2f1	0.007919027	0.08150824	0.600503347	0.338845381	0.25260175	-0.423762473
Ints6l	0.027615169	0.081171161	0.600503347	0.121844603	0.083071193	-0.552622174
Ciao3	0.003275953	0.081546016	0.600503347	0.359235465	0.297797397	-0.270598644
Disp2	0.00426453	0.08192362	0.600503347	0.395355664	0.449201463	0.184211534
St8sia4	0.009727934	0.081899849	0.600503347	0.108803607	0.13857396	0.3489298
Grpel2	0.003049591	0.081569548	0.600503347	0.066155721	0.050822858	-0.380388424
Lamb1	0.01707832	0.081855378	0.600503347	0.381795515	0.499400085	0.387395911
Tapbpl	0.016616635	0.081802463	0.600503347	0.205612022	0.325418886	0.662373361
St13	0.002130667	0.08182904	0.600503347	0.397422862	0.440179641	0.147417551
Zfp772	0.019087815	0.082079472	0.600627107	0.046392899	0.075207455	0.696971678
Ttyh2	0.005300327	0.082152838	0.600627107	0.230824	0.193562525	-0.253993576
H4c12	0.026588818	0.082203082	0.600627107	0.162415919	0.238609485	0.554958345
Peak1	0.015618943	0.082160747	0.600627107	0.157039256	0.205918603	0.390948927
Glrx5	0.003935803	0.082220121	0.600627107	0.338070449	0.284366523	-0.249572279
Ripor1	0.010698	0.082198236	0.600627107	0.58239083	0.719715322	0.305438734
Grb2	0.006700227	0.082327233	0.600789246	0.148082729	0.178344435	0.268262808
Myh9	0.012909248	0.082301772	0.600789246	0.414773119	0.51923282	0.324059178
Ace	0.005176302	0.082379705	0.600862278	0.408020891	0.333596901	-0.290537135
Cyb561a3	0.012575321	0.082507843	0.601486851	0.159230814	0.111199679	-0.517966929
Wdr92	0.00810037	0.082643247	0.602163722	0.328289315	0.417888949	0.348151812
Renbp	0.03453394	0.082812327	0.602774912	0.875038728	0.508053809	-0.784365566
Usp22	0.001209841	0.082786292	0.602774912	0.265113612	0.285582854	0.10729862
Rilpl1	0.008406368	0.082878372	0.602945483	0.229881719	0.281508859	0.292288582
Mtrex	0.00294979	0.082948531	0.60314579	0.509993403	0.576023275	0.175648522
Spag9	0.006621859	0.083472989	0.603350026	0.072963473	0.085737333	0.232749151
Hyal1	0.007867145	0.084853526	0.603350026	0.491989889	0.356633228	-0.464187539
Mprip	0.008887644	0.085420027	0.603350026	0.09614623	0.115492536	0.264497428
Otub1	0.010018035	0.085645313	0.603350026	0.448608766	0.370239518	-0.27699892
Alyref	0.003367902	0.08443598	0.603350026	0.461775168	0.534436216	0.21082718
Mtmr11	0.026957357	0.08448049	0.603350026	0.100988099	0.053030651	-0.92928693
Dnase1l1	0.044306078	0.085618753	0.603350026	0.372532068	0.162321037	-1.19851463
Ctbs	0.004716657	0.084666622	0.603350026	0.334739049	0.262262648	-0.352024505
Igsf9b	0.035093789	0.086084479	0.603350026	0.021395916	0.031677734	0.566133703
Tnfrsf22	0.047762943	0.086068644	0.603350026	0.187742112	0.075361409	-1.316854447
Mpdz	0.013496289	0.083544402	0.603350026	0.28749946	0.362368809	0.333899534
Vps72	0.00542914	0.08512803	0.603350026	0.252295253	0.315026544	0.320360333
Hif1a	0.002325918	0.086034143	0.603350026	0.310213837	0.344416555	0.150891453
Nif3l1	0.002990301	0.084738554	0.603350026	0.500895711	0.424275697	-0.239508216
Minpp1	0.006276698	0.083703904	0.603350026	0.097484082	0.079986206	-0.285415427
Eif2b2	0.003102965	0.085995037	0.603350026	0.759964505	0.653368065	-0.218036097
Arid1a	0.015394723	0.084146366	0.603350026	0.309147137	0.39309287	0.346576553
Rasgef1c	0.003184251	0.083771472	0.603350026	0.146878182	0.119255437	-0.300565062
Sars2	0.00553531	0.083533545	0.603350026	0.398404998	0.515269194	0.371090594
Ccdc18	0.015244015	0.086089308	0.603350026	0.11509179	0.212617268	0.885473848
Irak3	0.051281362	0.085333723	0.603350026	0.636161503	0.252669642	-1.332140731
Dlc1	0.002411666	0.085452855	0.603350026	0.188292273	0.166805265	-0.174808967
Slc14a1	0.003218537	0.083925745	0.603350026	0.319773613	0.259617296	-0.300664391
1110032F04Rik	0.014316812	0.083951537	0.603350026	0.076756549	0.053712453	-0.515033231
Vps37b	0.004240472	0.083331249	0.603350026	0.260929237	0.217442079	-0.263027451
Gkn3	0.164726623	0.084936556	0.603350026	0.924303713	0.391040455	-1.241049111
Mrpl15	0.004826913	0.085559865	0.603350026	0.575797178	0.484443385	-0.249232645
Ankrd16	0.014309613	0.084339961	0.603350026	0.12800945	0.089368483	-0.51841227
Vps25	0.009243286	0.083379919	0.603350026	0.541344017	0.439987389	-0.299083527
Tas1r1	0.049357459	0.084765228	0.603350026	0.1359993	0.063766524	-1.092728075
Clnk	0.042871495	0.085713209	0.603350026	0.073796439	0.213780432	1.534506689
Chat	0.005051529	0.084256185	0.603350026	0.669715469	0.500317264	-0.420705058
Rp1	0.064196238	0.08473772	0.603350026	1.600431396	0.454178172	-1.817130558
Adam22	0.001139514	0.086056264	0.603350026	0.104697186	0.11311119	0.111518993
Ctnnal1	0.009538882	0.083461346	0.603350026	0.203059573	0.148687236	-0.449622242
Tubb2b	0.0212931	0.086087447	0.603350026	0.251770992	0.333053472	0.403641747
Nenf	0.007442598	0.085519089	0.603350026	0.240984865	0.195020488	-0.30531685
Ndufa9	0.001608785	0.08490474	0.603350026	0.519896655	0.567559643	0.126547135
Aen	0.004415054	0.083218916	0.603350026	0.205849402	0.259593514	0.334665082
Nckipsd	0.006127147	0.085473638	0.603350026	0.457070704	0.386382737	-0.242386713
Rem2	0.015466856	0.083650588	0.603350026	0.662123933	0.498449778	-0.409653128
Palm3	0.038512284	0.085671893	0.603350026	0.318255821	0.558915383	0.812442979
Rps5	0.024549205	0.083850301	0.603350026	0.286470671	0.21199182	-0.434378847
Hemk1	0.015520955	0.084260322	0.603350026	0.196043079	0.124070707	-0.660008173
Ctr9	0.003328686	0.084748019	0.603350026	0.379146462	0.430857386	0.184455153
Ogg1	0.008432659	0.085031222	0.603350026	0.277797896	0.176373074	-0.655405343
Polr3d	0.003544031	0.084278333	0.603350026	0.344510878	0.422760498	0.295291046
Selenof	0.006672935	0.085437133	0.603350026	0.185914462	0.157440708	-0.23983038
Slitrk4	0.006027875	0.085511912	0.603350026	0.131786688	0.154913115	0.233254639
Arg2	0.006364486	0.085924546	0.603350026	0.470810308	0.343322303	-0.455582326
Grik3	0.001724063	0.084846935	0.603350026	0.135724193	0.152374397	0.166942606
Cdh11	0.000855217	0.084910029	0.603350026	0.155544231	0.169391738	0.123038617
Hapln3	0.087818141	0.08397923	0.603350026	1.043580601	0.467069621	-1.159832513
Rnaseh1	0.009325201	0.085970272	0.603350026	0.268377268	0.365105747	0.444051902
Anp32b	0.021405743	0.083155719	0.603350026	0.770735096	1.071518045	0.475349154
Apbb1ip	0.005750005	0.083506003	0.603350026	1.507726078	2.112555912	0.486615179
Nsa2	0.007298899	0.085628264	0.603350026	0.036349883	0.054004798	0.571136865
Stk36	0.01227307	0.084064029	0.603350026	0.403381512	0.253295789	-0.67132187
Scaper	0.004401504	0.08397609	0.603350026	0.176015828	0.205823158	0.225700143
Slc25a37	0.011787637	0.084411046	0.603350026	0.012762319	0.020978843	0.717044646
Cidea	0.04549792	0.083154552	0.603350026	0.482522581	0.83974772	0.799359516
Arpc5	0.002925963	0.085204655	0.603350026	0.169251879	0.147970658	-0.193860725
Cd74	0.042318633	0.085831479	0.603350026	0.413008475	0.674439413	0.707517462
Alg1	0.005997043	0.085735957	0.603350026	0.690274375	0.569147183	-0.278368143
Ccdc66	0.002969365	0.084862406	0.603350026	0.199994784	0.25068518	0.32591434
Tmem120b	0.014855156	0.085720815	0.603350026	0.258860136	0.370737688	0.518225969
Las1l	0.009295631	0.083845864	0.603350026	0.511379761	0.629792196	0.300480817
Tmtc2	0.008919342	0.084382135	0.603350026	0.069730998	0.094370241	0.436531859
Rtn4rl1	0.004030619	0.084455267	0.603350026	0.2428482	0.286894055	0.240463276
Nwd2	0.011199377	0.084898522	0.603350026	0.169486038	0.20992538	0.308710167
Exoc6	0.00419172	0.085785786	0.603350026	0.253129835	0.293061398	0.211325391
Doc2g	0.039394559	0.084722579	0.603350026	0.020164945	0.077400861	1.940500131
Tubb2a	0.022781103	0.085047816	0.603350026	0.353722605	0.468982988	0.406917171
Gpm6a	0.004567101	0.08613795	0.603392073	0.161551083	0.183298425	0.182203963
Clu	0.005501295	0.086188331	0.603446255	0.808707933	0.703697941	-0.200662473
Rgs19	0.00855081	0.086400297	0.603592064	0.368776764	0.290508554	-0.344167111
Srsf5	0.013305494	0.08642244	0.603592064	0.122610939	0.155156179	0.339633454
Ccdc88a	0.004513385	0.08641465	0.603592064	0.109909901	0.127128437	0.209965413
Lsm12	0.002916198	0.086413762	0.603592064	0.22205406	0.184119378	-0.27026948
Plaur	0.036074656	0.086360297	0.603592064	0.434610511	0.187955248	-1.209333868
Msl1	0.00190603	0.086743146	0.605533061	0.038304453	0.045102623	0.235699217
Retreg3	0.003160521	0.086815052	0.605736186	0.13881659	0.118634308	-0.226658716
C3ar1	0.023121376	0.087069635	0.606465772	0.141895121	0.242100232	0.770779476
B3galt1	0.008576149	0.087091056	0.606465772	0.058818742	0.075613379	0.362365606
Rnase4	0.00610253	0.086985693	0.606465772	0.255494789	0.202612762	-0.33456882
Med26	0.014365227	0.087017251	0.606465772	0.365164301	0.263263163	-0.472040068
Pknox1	0.005839659	0.087151088	0.606585293	0.130543552	0.0997722	-0.387821407
Gpr165	0.011312266	0.087211676	0.606708562	0.328223364	0.413154336	0.332002869
Vldlr	0.002743865	0.087261045	0.606753706	0.143469752	0.161924137	0.174571454
Map4k4	0.009351077	0.087312454	0.60681298	0.136114015	0.164963357	0.277329969
2310022B05Rik	0.002781681	0.087359035	0.606838655	0.165818246	0.142277778	-0.220892414
Ints9	0.005191406	0.087457625	0.607225413	0.587365763	0.485455103	-0.2749213
Mapk7	0.008681284	0.087826934	0.608288063	0.21953465	0.165753428	-0.405409955
Nrp2	0.037950215	0.087868608	0.608288063	0.191189974	0.279596391	0.548338872
Il17ra	0.004749665	0.08771096	0.608288063	0.299801263	0.241339203	-0.312944175
Tcf7	0.034952844	0.08777359	0.608288063	0.302245162	0.168583595	-0.842255096
Mfsd9	0.010581595	0.087725346	0.608288063	0.117477523	0.073451783	-0.677515344
Ggnbp2	0.003169731	0.087867219	0.608288063	0.298479467	0.338441878	0.181276407
Surf1	0.005053286	0.088014411	0.608701819	0.256083516	0.213942531	-0.259391079
Bambi	0.009924552	0.087973872	0.608701819	0.169192445	0.258714482	0.612695667
Ttk	0.038467873	0.088099921	0.608995542	0.244039113	0.555066869	1.185549191
Ppa1	0.002258321	0.088421448	0.610037238	0.437298637	0.486317649	0.153280097
Rwdd2b	0.005031248	0.088409458	0.610037238	0.359213605	0.446507932	0.313843811
Mt2	0.014802701	0.088318176	0.610037238	0.270532908	0.20941795	-0.369418989
Dgkh	0.001541318	0.088480954	0.610037238	0.084042151	0.092769341	0.142535009
Cnr2	0.077526937	0.08850929	0.610037238	0.564475564	0.146920767	-1.941872795
Gch1	0.023348322	0.088505729	0.610037238	0.564049033	0.288109206	-0.969204823
Ehd4	0.009534	0.088567485	0.610141143	0.298857686	0.391301213	0.388820939
Nudt16l1	0.012402365	0.088619527	0.61020258	0.634065134	0.499496267	-0.344157152
Zfp217	0.010715127	0.088703509	0.610265153	0.152911601	0.231931597	0.601001514
Glg1	0.007804632	0.088814833	0.610265153	0.435144078	0.513615041	0.23919429
Hes5	0.013766716	0.088823585	0.610265153	0.102707002	0.072457501	-0.503327597
Ccnb2	0.031445774	0.088821931	0.610265153	0.134880815	0.337732859	1.324197392
Ubr3	0.009048098	0.088844255	0.610265153	0.295182753	0.352996518	0.258045522
Nt5c	0.008759213	0.089127714	0.610439345	1.203125128	0.983466354	-0.290839093
Soga1	0.015809739	0.089166343	0.610439345	0.125774239	0.162345908	0.368234566
Pdzrn4	0.007893781	0.089171599	0.610439345	0.332757765	0.427822584	0.362540308
Nfkbib	0.015267764	0.088917427	0.610439345	1.152646706	0.885888759	-0.37975293
Ranbp2	0.006784104	0.08896616	0.610439345	0.177623614	0.208203026	0.229167651
Eif4b	0.002860741	0.089090214	0.610439345	0.185251228	0.207481497	0.163499585
Dnajb14	0.005061199	0.089133638	0.610439345	0.333753077	0.389883899	0.224263437
Drd1	0.003145655	0.089276282	0.610860439	0.111239787	0.096339705	-0.207470488
Tceal5	0.017967727	0.089328131	0.610919791	0.889847358	1.158790421	0.380989878
Mrps18b	0.007324447	0.089599593	0.611546669	0.70547438	0.554016015	-0.34866601
Pigh	0.011773345	0.089635886	0.611546669	0.289062211	0.198640829	-0.541217834
Map1lc3a	0.004364438	0.089478117	0.611546669	0.517389141	0.454309033	-0.187575785
Cd3eap	0.003339055	0.089522175	0.611546669	0.437379924	0.366918491	-0.253427392
Smarcd2	0.004609667	0.089567891	0.611546669	0.328229986	0.252804019	-0.376687643
Flot2	0.003074652	0.090338488	0.612731579	0.250464601	0.221419923	-0.177821676
Bclaf3	0.015916324	0.090349385	0.612731579	0.209055726	0.284607997	0.445088641
Msrb2	0.003727335	0.090319446	0.612731579	0.218174439	0.265566634	0.28359181
Strap	0.006141231	0.090580416	0.612731579	0.242755279	0.282798536	0.220271983
Zrsr1	0.00321479	0.090169691	0.612731579	0.309958702	0.354848964	0.195129087
Unc5a	0.00885783	0.090589008	0.612731579	0.246784612	0.202450956	-0.285679985
Sgip1	0.006808412	0.090172435	0.612731579	0.202277203	0.237215509	0.229864604
Armc10	0.005006321	0.089954946	0.612731579	0.050936978	0.069528698	0.448895217
Hp1bp3	0.002119943	0.090165741	0.612731579	0.26066386	0.287110186	0.139413946
Serinc1	0.003583953	0.090460626	0.612731579	0.270018589	0.301750087	0.16029546
D2hgdh	0.005305849	0.090365816	0.612731579	0.224363612	0.166045662	-0.434258687
Krtcap2	0.007899263	0.090076507	0.612731579	0.759013661	0.619270099	-0.293557064
Trh	0.072951681	0.090376915	0.612731579	0.397210424	0.679848388	0.775309566
Cd81	0.002866942	0.089866391	0.612731579	0.522102906	0.471122285	-0.148232613
Slc27a2	0.006975548	0.090439954	0.612731579	0.321035079	0.449475816	0.485512548
Auts2	0.01467795	0.090362361	0.612731579	0.188152105	0.239869872	0.350352535
Npdc1	0.014123217	0.090113228	0.612731579	0.46561118	0.37086121	-0.328246322
Crocc	0.01709064	0.090572865	0.612731579	0.125978696	0.173591217	0.462514175
Slc29a1	0.005055236	0.090686211	0.61298022	0.27026928	0.212626384	-0.346076913
Ubqln2	0.007784545	0.090712409	0.61298022	0.898152906	1.05984236	0.238816714
Atp13a2	0.002548015	0.090782894	0.61314083	0.189185563	0.169202318	-0.161052665
